Country,Group,Year,In,Out,Net,iso_alpha
Brunei,South East Asia,2017,113,99,14,BRN
Brunei,South East Asia,2018,63,82,-19,BRN
Myanmar,South East Asia,1996,6,6,0,MMR
Myanmar,South East Asia,1997,5,5,0,MMR
Myanmar,South East Asia,1998,7,5,2,MMR
Myanmar,South East Asia,1999,5,5,0,MMR
Myanmar,South East Asia,2000,2,1,1,MMR
Myanmar,South East Asia,2001,6,6,0,MMR
Myanmar,South East Asia,2002,37,37,0,MMR
Myanmar,South East Asia,2003,11,11,0,MMR
Myanmar,South East Asia,2004,34,30,4,MMR
Myanmar,South East Asia,2005,24,22,2,MMR
Myanmar,South East Asia,2006,48,47,1,MMR
Myanmar,South East Asia,2007,50,41,9,MMR
Myanmar,South East Asia,2008,78,77,1,MMR
Myanmar,South East Asia,2009,48,58,-10,MMR
Myanmar,South East Asia,2010,47,48,-1,MMR
Myanmar,South East Asia,2011,65,68,-3,MMR
Myanmar,South East Asia,2012,37,41,-4,MMR
Myanmar,South East Asia,2013,52,52,0,MMR
Myanmar,South East Asia,2014,33,36,-3,MMR
Myanmar,South East Asia,2015,63,68,-5,MMR
Myanmar,South East Asia,2016,106,96,10,MMR
Myanmar,South East Asia,2017,66,65,1,MMR
Myanmar,South East Asia,2018,56,54,2,MMR
Cambodia,South East Asia,1996,5,11,-6,KHM
Cambodia,South East Asia,1997,14,29,-15,KHM
Cambodia,South East Asia,1998,9,9,0,KHM
Cambodia,South East Asia,1999,3,7,-4,KHM
Cambodia,South East Asia,2000,10,4,6,KHM
Cambodia,South East Asia,2001,4,1,3,KHM
Cambodia,South East Asia,2002,21,15,6,KHM
Cambodia,South East Asia,2003,30,27,3,KHM
Cambodia,South East Asia,2004,31,37,-6,KHM
Cambodia,South East Asia,2005,24,25,-1,KHM
Cambodia,South East Asia,2006,16,23,-7,KHM
Cambodia,South East Asia,2007,6,7,-1,KHM
Cambodia,South East Asia,2008,6,2,4,KHM
Cambodia,South East Asia,2009,11,16,-5,KHM
Cambodia,South East Asia,2010,229,8,221,KHM
Cambodia,South East Asia,2011,240,243,-3,KHM
Cambodia,South East Asia,2012,251,252,-1,KHM
Cambodia,South East Asia,2013,197,197,0,KHM
Cambodia,South East Asia,2014,225,225,0,KHM
Cambodia,South East Asia,2015,68,68,0,KHM
Cambodia,South East Asia,2016,207,210,-3,KHM
Cambodia,South East Asia,2017,232,241,-9,KHM
Cambodia,South East Asia,2018,249,249,0,KHM
Indonesia,South East Asia,1996,1020,974,46,IDN
Indonesia,South East Asia,1997,2004,1806,198,IDN
Indonesia,South East Asia,1998,2422,2043,379,IDN
Indonesia,South East Asia,1999,2900,2563,337,IDN
Indonesia,South East Asia,2000,3334,3286,48,IDN
Indonesia,South East Asia,2001,4143,4203,-60,IDN
Indonesia,South East Asia,2002,5605,5677,-72,IDN
Indonesia,South East Asia,2003,6466,6472,-6,IDN
Indonesia,South East Asia,2004,8263,8226,37,IDN
Indonesia,South East Asia,2005,5401,5477,-76,IDN
Indonesia,South East Asia,2006,5264,4333,931,IDN
Indonesia,South East Asia,2007,5593,5218,375,IDN
Indonesia,South East Asia,2008,7451,7325,126,IDN
Indonesia,South East Asia,2009,10567,10055,512,IDN
Indonesia,South East Asia,2010,10525,10826,-301,IDN
Indonesia,South East Asia,2011,8446,8640,-194,IDN
Indonesia,South East Asia,2012,9218,8869,349,IDN
Indonesia,South East Asia,2013,10816,10816,0,IDN
Indonesia,South East Asia,2014,6759,6950,-191,IDN
Indonesia,South East Asia,2015,5990,6172,-182,IDN
Indonesia,South East Asia,2016,6167,6210,-43,IDN
Indonesia,South East Asia,2017,5567,5539,28,IDN
Indonesia,South East Asia,2018,6208,6112,96,IDN
Laos,South East Asia,1996,1,1,0,LAO
Laos,South East Asia,1997,0,2,-2,LAO
Laos,South East Asia,1998,11,16,-5,LAO
Laos,South East Asia,1999,34,35,-1,LAO
Laos,South East Asia,2000,4,2,2,LAO
Laos,South East Asia,2001,5,4,1,LAO
Laos,South East Asia,2002,19,20,-1,LAO
Laos,South East Asia,2003,3,40,-37,LAO
Laos,South East Asia,2004,0,0,0,LAO
Laos,South East Asia,2005,0,0,0,LAO
Laos,South East Asia,2006,0,0,0,LAO
Laos,South East Asia,2007,0,0,0,LAO
Laos,South East Asia,2008,0,0,0,LAO
Laos,South East Asia,2009,3,3,0,LAO
Laos,South East Asia,2010,1,1,0,LAO
Laos,South East Asia,2011,14,9,5,LAO
Laos,South East Asia,2012,0,0,0,LAO
Laos,South East Asia,2013,1,1,0,LAO
Laos,South East Asia,2014,1,1,0,LAO
Laos,South East Asia,2015,31,33,-2,LAO
Laos,South East Asia,2016,2,0,2,LAO
Laos,South East Asia,2017,2,0,2,LAO
Laos,South East Asia,2018,6,5,1,LAO
Malaysia,South East Asia,1996,3463,2862,601,MYS
Malaysia,South East Asia,1997,2570,2994,-424,MYS
Malaysia,South East Asia,1998,639,608,31,MYS
Malaysia,South East Asia,1999,793,934,-141,MYS
Malaysia,South East Asia,2000,633,621,12,MYS
Malaysia,South East Asia,2001,553,553,0,MYS
Malaysia,South East Asia,2002,1160,1142,18,MYS
Malaysia,South East Asia,2003,1121,1091,30,MYS
Malaysia,South East Asia,2004,1889,1875,14,MYS
Malaysia,South East Asia,2005,1418,1398,20,MYS
Malaysia,South East Asia,2006,1512,1522,-10,MYS
Malaysia,South East Asia,2007,2338,1976,362,MYS
Malaysia,South East Asia,2008,2875,2614,261,MYS
Malaysia,South East Asia,2009,3587,3661,-74,MYS
Malaysia,South East Asia,2010,4901,4739,162,MYS
Malaysia,South East Asia,2011,4580,4624,-44,MYS
Malaysia,South East Asia,2012,3598,3328,270,MYS
Malaysia,South East Asia,2013,3252,3252,0,MYS
Malaysia,South East Asia,2014,3166,3385,-219,MYS
Malaysia,South East Asia,2015,2996,2913,83,MYS
Malaysia,South East Asia,2016,3278,3302,-24,MYS
Malaysia,South East Asia,2017,3301,3356,-55,MYS
Malaysia,South East Asia,2018,3096,3303,-207,MYS
Vietnam,South East Asia,1996,56,365,-309,VNM
Vietnam,South East Asia,1997,93,85,8,VNM
Vietnam,South East Asia,1998,59,92,-33,VNM
Vietnam,South East Asia,1999,36,68,-32,VNM
Vietnam,South East Asia,2000,225,42,183,VNM
Vietnam,South East Asia,2001,553,77,476,VNM
Vietnam,South East Asia,2002,168,216,-48,VNM
Vietnam,South East Asia,2003,76,227,-151,VNM
Vietnam,South East Asia,2004,100,315,-215,VNM
Vietnam,South East Asia,2005,79,202,-123,VNM
Vietnam,South East Asia,2006,55,141,-86,VNM
Vietnam,South East Asia,2007,68,61,7,VNM
Vietnam,South East Asia,2008,203,102,101,VNM
Vietnam,South East Asia,2009,218,151,67,VNM
Vietnam,South East Asia,2010,199,191,8,VNM
Vietnam,South East Asia,2011,143,187,-44,VNM
Vietnam,South East Asia,2012,104,135,-31,VNM
Vietnam,South East Asia,2013,100,100,0,VNM
Vietnam,South East Asia,2014,150,171,-21,VNM
Vietnam,South East Asia,2015,134,149,-15,VNM
Vietnam,South East Asia,2016,134,141,-7,VNM
Vietnam,South East Asia,2017,144,158,-14,VNM
Vietnam,South East Asia,2018,166,174,-8,VNM
Singapur,South East Asia,1996,84,64,20,SGP
Singapur,South East Asia,1997,179,119,60,SGP
Singapur,South East Asia,1998,130,110,20,SGP
Singapur,South East Asia,1999,118,114,4,SGP
Singapur,South East Asia,2000,217,209,8,SGP
Singapur,South East Asia,2001,188,182,6,SGP
Singapur,South East Asia,2002,203,214,-11,SGP
Singapur,South East Asia,2003,259,263,-4,SGP
Singapur,South East Asia,2004,480,461,19,SGP
Singapur,South East Asia,2005,541,531,10,SGP
Singapur,South East Asia,2006,286,294,-8,SGP
Singapur,South East Asia,2007,166,163,3,SGP
Singapur,South East Asia,2008,392,392,0,SGP
Singapur,South East Asia,2009,626,614,12,SGP
Singapur,South East Asia,2010,828,824,4,SGP
Singapur,South East Asia,2011,517,524,-7,SGP
Singapur,South East Asia,2012,432,436,-4,SGP
Singapur,South East Asia,2013,296,296,0,SGP
Singapur,South East Asia,2014,284,288,-4,SGP
Singapur,South East Asia,2015,314,306,8,SGP
Singapur,South East Asia,2016,365,363,2,SGP
Singapur,South East Asia,2017,558,555,3,SGP
Singapur,South East Asia,2018,637,615,22,SGP
Thailand,South East Asia,1996,148,336,-188,THA
Thailand,South East Asia,1997,128,105,23,THA
Thailand,South East Asia,1998,162,203,-41,THA
Thailand,South East Asia,1999,166,159,7,THA
Thailand,South East Asia,2000,398,377,21,THA
Thailand,South East Asia,2001,292,323,-31,THA
Thailand,South East Asia,2002,316,331,-15,THA
Thailand,South East Asia,2003,318,315,3,THA
Thailand,South East Asia,2004,371,356,15,THA
Thailand,South East Asia,2005,310,317,-7,THA
Thailand,South East Asia,2006,189,190,-1,THA
Thailand,South East Asia,2007,151,144,7,THA
Thailand,South East Asia,2008,184,178,6,THA
Thailand,South East Asia,2009,288,275,13,THA
Thailand,South East Asia,2010,308,302,6,THA
Thailand,South East Asia,2011,355,351,4,THA
Thailand,South East Asia,2012,307,302,5,THA
Thailand,South East Asia,2013,370,370,0,THA
Thailand,South East Asia,2014,286,288,-2,THA
Thailand,South East Asia,2015,326,330,-4,THA
Thailand,South East Asia,2016,361,334,27,THA
Thailand,South East Asia,2017,431,412,19,THA
Thailand,South East Asia,2018,544,474,70,THA
Philippines,South East Asia,1996,4601,4791,-190,PHL
Philippines,South East Asia,1997,6033,6216,-183,PHL
Philippines,South East Asia,1998,7031,6583,448,PHL
Philippines,South East Asia,1999,6301,5999,302,PHL
Philippines,South East Asia,2000,8948,7616,1332,PHL
Philippines,South East Asia,2001,11423,9736,1687,PHL
Philippines,South East Asia,2002,14723,12810,1913,PHL
Philippines,South East Asia,2003,18070,15131,2939,PHL
Philippines,South East Asia,2004,25296,19837,5459,PHL
Philippines,South East Asia,2005,30655,20315,10340,PHL
Philippines,South East Asia,2006,26104,27270,-1166,PHL
Philippines,South East Asia,2007,17388,20469,-3081,PHL
Philippines,South East Asia,2008,28042,28750,-708,PHL
Philippines,South East Asia,2009,39384,33490,5894,PHL
Philippines,South East Asia,2010,41174,35802,5372,PHL
Philippines,South East Asia,2011,30172,32624,-2452,PHL
Philippines,South East Asia,2012,27620,31388,-3768,PHL
Philippines,South East Asia,2013,29172,29172,0,PHL
Philippines,South East Asia,2014,28971,28042,929,PHL
Philippines,South East Asia,2015,29373,30851,-1478,PHL
Philippines,South East Asia,2016,29438,31108,-1670,PHL
Philippines,South East Asia,2017,31778,32707,-929,PHL
Philippines,South East Asia,2018,32321,32026,295,PHL
Armenia,Caucasia,1996,531,488,43,ARM
Armenia,Caucasia,1997,545,555,-10,ARM
Armenia,Caucasia,1998,821,813,8,ARM
Armenia,Caucasia,1999,974,954,20,ARM
Armenia,Caucasia,2000,883,838,45,ARM
Armenia,Caucasia,2001,1287,1279,8,ARM
Armenia,Caucasia,2002,1237,1201,36,ARM
Armenia,Caucasia,2003,1395,1357,38,ARM
Armenia,Caucasia,2004,1832,1806,26,ARM
Armenia,Caucasia,2005,1396,1395,1,ARM
Armenia,Caucasia,2006,1159,1245,-86,ARM
Armenia,Caucasia,2007,991,941,50,ARM
Armenia,Caucasia,2008,1511,1423,88,ARM
Armenia,Caucasia,2009,1810,1805,5,ARM
Armenia,Caucasia,2010,2123,2044,79,ARM
Armenia,Caucasia,2011,1889,1794,95,ARM
Armenia,Caucasia,2012,1617,1660,-43,ARM
Armenia,Caucasia,2013,1972,1972,0,ARM
Armenia,Caucasia,2014,3552,3460,92,ARM
Armenia,Caucasia,2015,9875,9822,53,ARM
Armenia,Caucasia,2016,11060,11039,21,ARM
Armenia,Caucasia,2017,12490,12791,-301,ARM
Armenia,Caucasia,2018,13680,14198,-518,ARM
Azarbeijan,Caucasia,1996,3,2,1,AZE
Azarbeijan,Caucasia,1997,16,8,8,AZE
Azarbeijan,Caucasia,1998,16,24,-8,AZE
Azarbeijan,Caucasia,1999,23,26,-3,AZE
Azarbeijan,Caucasia,2000,21,21,0,AZE
Azarbeijan,Caucasia,2001,46,54,-8,AZE
Azarbeijan,Caucasia,2002,56,52,4,AZE
Azarbeijan,Caucasia,2003,169,171,-2,AZE
Azarbeijan,Caucasia,2004,105,97,8,AZE
Azarbeijan,Caucasia,2005,83,88,-5,AZE
Azarbeijan,Caucasia,2006,78,80,-2,AZE
Azarbeijan,Caucasia,2007,78,78,0,AZE
Azarbeijan,Caucasia,2008,114,111,3,AZE
Azarbeijan,Caucasia,2009,222,223,-1,AZE
Azarbeijan,Caucasia,2010,255,244,11,AZE
Azarbeijan,Caucasia,2011,261,247,14,AZE
Azarbeijan,Caucasia,2012,306,309,-3,AZE
Azarbeijan,Caucasia,2013,268,268,0,AZE
Azarbeijan,Caucasia,2014,256,259,-3,AZE
Azarbeijan,Caucasia,2015,391,396,-5,AZE
Azarbeijan,Caucasia,2016,400,406,-6,AZE
Azarbeijan,Caucasia,2017,499,483,16,AZE
Azarbeijan,Caucasia,2018,529,541,-12,AZE
Georgia,Caucasia,1996,83,49,34,GEO
Georgia,Caucasia,1997,27,25,2,GEO
Georgia,Caucasia,1998,29,8,21,GEO
Georgia,Caucasia,1999,74,71,3,GEO
Georgia,Caucasia,2000,30,28,2,GEO
Georgia,Caucasia,2001,50,43,7,GEO
Georgia,Caucasia,2002,87,89,-2,GEO
Georgia,Caucasia,2003,160,168,-8,GEO
Georgia,Caucasia,2004,275,268,7,GEO
Georgia,Caucasia,2005,257,233,24,GEO
Georgia,Caucasia,2006,181,190,-9,GEO
Georgia,Caucasia,2007,232,234,-2,GEO
Georgia,Caucasia,2008,147,151,-4,GEO
Georgia,Caucasia,2009,223,225,-2,GEO
Georgia,Caucasia,2010,344,337,7,GEO
Georgia,Caucasia,2011,393,397,-4,GEO
Georgia,Caucasia,2012,422,415,7,GEO
Georgia,Caucasia,2013,411,411,0,GEO
Georgia,Caucasia,2014,467,469,-2,GEO
Georgia,Caucasia,2015,1231,1229,2,GEO
Georgia,Caucasia,2016,1231,1242,-11,GEO
Georgia,Caucasia,2017,489,483,6,GEO
Georgia,Caucasia,2018,582,577,5,GEO
Albania,East Europe,1996,62,61,1,ALB
Albania,East Europe,1997,92,65,27,ALB
Albania,East Europe,1998,135,83,52,ALB
Albania,East Europe,1999,108,120,-12,ALB
Albania,East Europe,2000,130,164,-34,ALB
Albania,East Europe,2001,65,63,2,ALB
Albania,East Europe,2002,80,93,-13,ALB
Albania,East Europe,2003,72,67,5,ALB
Albania,East Europe,2004,90,88,2,ALB
Albania,East Europe,2005,50,49,1,ALB
Albania,East Europe,2006,60,56,4,ALB
Albania,East Europe,2007,56,62,-6,ALB
Albania,East Europe,2008,49,46,3,ALB
Albania,East Europe,2009,95,84,11,ALB
Albania,East Europe,2010,98,95,3,ALB
Albania,East Europe,2011,87,84,3,ALB
Albania,East Europe,2012,99,88,11,ALB
Albania,East Europe,2013,111,111,0,ALB
Albania,East Europe,2014,101,104,-3,ALB
Albania,East Europe,2015,189,185,4,ALB
Albania,East Europe,2016,206,191,15,ALB
Albania,East Europe,2017,138,138,0,ALB
Albania,East Europe,2018,184,180,4,ALB
Belarusia,East Europe,1996,98,41,57,BLR
Belarusia,East Europe,1997,27,53,-26,BLR
Belarusia,East Europe,1998,335,231,104,BLR
Belarusia,East Europe,1999,638,520,118,BLR
Belarusia,East Europe,2000,682,701,-19,BLR
Belarusia,East Europe,2001,1085,994,91,BLR
Belarusia,East Europe,2002,1410,1308,102,BLR
Belarusia,East Europe,2003,1431,1401,30,BLR
Belarusia,East Europe,2004,1518,1502,16,BLR
Belarusia,East Europe,2005,1623,1627,-4,BLR
Belarusia,East Europe,2006,1506,1491,15,BLR
Belarusia,East Europe,2007,1337,1338,-1,BLR
Belarusia,East Europe,2008,1572,1542,30,BLR
Belarusia,East Europe,2009,1972,1864,108,BLR
Belarusia,East Europe,2010,2379,2308,71,BLR
Belarusia,East Europe,2011,2279,2321,-42,BLR
Belarusia,East Europe,2012,2383,2346,37,BLR
Belarusia,East Europe,2013,2217,2217,0,BLR
Belarusia,East Europe,2014,2367,2347,20,BLR
Belarusia,East Europe,2015,2538,2527,11,BLR
Belarusia,East Europe,2016,2733,2706,27,BLR
Belarusia,East Europe,2017,3129,3128,1,BLR
Belarusia,East Europe,2018,3379,3405,-26,BLR
Bosnia,East Europe,1996,20,12,8,BIH
Bosnia,East Europe,1997,10,16,-6,BIH
Bosnia,East Europe,1998,38,30,8,BIH
Bosnia,East Europe,1999,47,59,-12,BIH
Bosnia,East Europe,2000,66,50,16,BIH
Bosnia,East Europe,2001,92,87,5,BIH
Bosnia,East Europe,2002,108,107,1,BIH
Bosnia,East Europe,2003,160,151,9,BIH
Bosnia,East Europe,2004,153,157,-4,BIH
Bosnia,East Europe,2005,114,109,5,BIH
Bosnia,East Europe,2006,154,140,14,BIH
Bosnia,East Europe,2007,190,197,-7,BIH
Bosnia,East Europe,2008,235,234,1,BIH
Bosnia,East Europe,2009,306,292,14,BIH
Bosnia,East Europe,2010,361,363,-2,BIH
Bosnia,East Europe,2011,251,243,8,BIH
Bosnia,East Europe,2012,286,278,8,BIH
Bosnia,East Europe,2013,253,253,0,BIH
Bosnia,East Europe,2014,234,225,9,BIH
Bosnia,East Europe,2015,279,286,-7,BIH
Bosnia,East Europe,2016,324,335,-11,BIH
Bosnia,East Europe,2017,327,318,9,BIH
Bosnia,East Europe,2018,338,320,18,BIH
Bulgaria,East Europe,1996,1090,1130,-40,BGR
Bulgaria,East Europe,1997,1151,1059,92,BGR
Bulgaria,East Europe,1998,1285,1233,52,BGR
Bulgaria,East Europe,1999,1213,1283,-70,BGR
Bulgaria,East Europe,2000,1179,1190,-11,BGR
Bulgaria,East Europe,2001,1391,1378,13,BGR
Bulgaria,East Europe,2002,1523,1492,31,BGR
Bulgaria,East Europe,2003,1410,1456,-46,BGR
Bulgaria,East Europe,2004,1569,1555,14,BGR
Bulgaria,East Europe,2005,1210,1221,-11,BGR
Bulgaria,East Europe,2006,1096,1144,-48,BGR
Bulgaria,East Europe,2007,1082,1077,5,BGR
Bulgaria,East Europe,2008,1537,1514,23,BGR
Bulgaria,East Europe,2009,1842,1859,-17,BGR
Bulgaria,East Europe,2010,2591,2569,22,BGR
Bulgaria,East Europe,2011,2167,2153,14,BGR
Bulgaria,East Europe,2012,2020,2050,-30,BGR
Bulgaria,East Europe,2013,2177,2177,0,BGR
Bulgaria,East Europe,2014,2385,2384,1,BGR
Bulgaria,East Europe,2015,2952,2952,0,BGR
Bulgaria,East Europe,2016,2995,3061,-66,BGR
Bulgaria,East Europe,2017,3122,3154,-32,BGR
Bulgaria,East Europe,2018,3638,3602,36,BGR
Croatia,East Europe,1996,100,71,29,HRV
Croatia,East Europe,1997,210,174,36,HRV
Croatia,East Europe,1998,138,134,4,HRV
Croatia,East Europe,1999,113,131,-18,HRV
Croatia,East Europe,2000,153,168,-15,HRV
Croatia,East Europe,2001,179,169,10,HRV
Croatia,East Europe,2002,342,334,8,HRV
Croatia,East Europe,2003,395,400,-5,HRV
Croatia,East Europe,2004,593,579,14,HRV
Croatia,East Europe,2005,344,351,-7,HRV
Croatia,East Europe,2006,412,351,61,HRV
Croatia,East Europe,2007,429,483,-54,HRV
Croatia,East Europe,2008,517,510,7,HRV
Croatia,East Europe,2009,679,674,5,HRV
Croatia,East Europe,2010,779,761,18,HRV
Croatia,East Europe,2011,641,635,6,HRV
Croatia,East Europe,2012,729,732,-3,HRV
Croatia,East Europe,2013,708,708,0,HRV
Croatia,East Europe,2014,743,753,-10,HRV
Croatia,East Europe,2015,906,896,10,HRV
Croatia,East Europe,2016,958,956,2,HRV
Croatia,East Europe,2017,1241,1249,-8,HRV
Croatia,East Europe,2018,1697,1616,81,HRV
Czech Republic,East Europe,1996,664,661,3,CZE
Czech Republic,East Europe,1997,782,750,32,CZE
Czech Republic,East Europe,1998,724,739,-15,CZE
Czech Republic,East Europe,1999,882,849,33,CZE
Czech Republic,East Europe,2000,1017,1042,-25,CZE
Czech Republic,East Europe,2001,1324,1324,0,CZE
Czech Republic,East Europe,2002,1821,1835,-14,CZE
Czech Republic,East Europe,2003,1591,1606,-15,CZE
Czech Republic,East Europe,2004,1726,1715,11,CZE
Czech Republic,East Europe,2005,1653,1687,-34,CZE
Czech Republic,East Europe,2006,1200,1187,13,CZE
Czech Republic,East Europe,2007,1570,1551,19,CZE
Czech Republic,East Europe,2008,1724,1735,-11,CZE
Czech Republic,East Europe,2009,2140,2110,30,CZE
Czech Republic,East Europe,2010,2780,2830,-50,CZE
Czech Republic,East Europe,2011,1838,1797,41,CZE
Czech Republic,East Europe,2012,1820,1804,16,CZE
Czech Republic,East Europe,2013,1646,1646,0,CZE
Czech Republic,East Europe,2014,1610,1627,-17,CZE
Czech Republic,East Europe,2015,1852,1863,-11,CZE
Czech Republic,East Europe,2016,2314,2297,17,CZE
Czech Republic,East Europe,2017,2911,2906,5,CZE
Czech Republic,East Europe,2018,3248,3252,-4,CZE
Hungary,East Europe,1996,560,576,-16,HUN
Hungary,East Europe,1997,508,487,21,HUN
Hungary,East Europe,1998,574,532,42,HUN
Hungary,East Europe,1999,743,713,30,HUN
Hungary,East Europe,2000,729,734,-5,HUN
Hungary,East Europe,2001,717,721,-4,HUN
Hungary,East Europe,2002,1123,1117,6,HUN
Hungary,East Europe,2003,926,951,-25,HUN
Hungary,East Europe,2004,1438,1453,-15,HUN
Hungary,East Europe,2005,1314,1318,-4,HUN
Hungary,East Europe,2006,1069,1075,-6,HUN
Hungary,East Europe,2007,921,919,2,HUN
Hungary,East Europe,2008,1433,1416,17,HUN
Hungary,East Europe,2009,1657,1674,-17,HUN
Hungary,East Europe,2010,1886,1886,0,HUN
Hungary,East Europe,2011,1411,1416,-5,HUN
Hungary,East Europe,2012,1168,1187,-19,HUN
Hungary,East Europe,2013,1103,1103,0,HUN
Hungary,East Europe,2014,1136,1174,-38,HUN
Hungary,East Europe,2015,1351,1342,9,HUN
Hungary,East Europe,2016,1511,1525,-14,HUN
Hungary,East Europe,2017,1934,1926,8,HUN
Hungary,East Europe,2018,2304,2291,13,HUN
Macedonia,East Europe,1996,6,4,2,MKD
Macedonia,East Europe,1997,5,19,-14,MKD
Macedonia,East Europe,1998,4,7,-3,MKD
Macedonia,East Europe,1999,4,11,-7,MKD
Macedonia,East Europe,2000,2,0,2,MKD
Macedonia,East Europe,2001,24,24,0,MKD
Macedonia,East Europe,2002,61,55,6,MKD
Macedonia,East Europe,2003,72,82,-10,MKD
Macedonia,East Europe,2004,49,49,0,MKD
Macedonia,East Europe,2005,35,35,0,MKD
Macedonia,East Europe,2006,75,61,14,MKD
Macedonia,East Europe,2007,121,117,4,MKD
Macedonia,East Europe,2008,112,109,3,MKD
Macedonia,East Europe,2009,185,182,3,MKD
